Date,Open,High,Low,Close,Volume,RSI,MACD,Signal_Line,BB_High,BB_Low,ATR,K_Line
2010-02-22,11298.124772083294,11473.873688641204,11298.124772083294,11348.3388671875,959431,57.72926695313234,0.0,0.0,12457.531625723388,11072.694643807861,231.72361449585054,53.70373129277984
2010-02-23,11348.3388671875,11348.3388671875,11197.697414488508,11348.3388671875,1607022,57.72926695313234,0.0,0.0,12457.531625723388,11072.694643807861,231.72361449585054,53.70373129277984
2010-02-24,11373.443844854351,11674.7275390625,11247.909041652085,11674.7275390625,2404641,57.72926695313234,26.03670316951684,5.207340633903368,12457.531625723388,11072.694643807861,231.72361449585054,53.70373129277984
2010-02-25,11674.72885452793,11800.263671875,11498.979943719312,11800.263671875,2257498,57.72926695313234,56.15339341934123,15.396551190990941,12457.531625723388,11072.694643807861,231.72361449585054,53.70373129277984
2010-02-26,11750.048870241397,12302.4013671875,11724.942241330593,12302.4013671875,3043164,57.72926695313234,119.16573448422605,36.150387849637966,12457.531625723388,11072.694643807861,231.72361449585054,53.70373129277984
2010-03-01,12302.400346905575,12553.469945645726,12302.400346905575,12503.255859375,1934213,57.72926695313234,183.19894427384497,65.56009913447937,12457.531625723388,11072.694643807861,231.72361449585054,53.70373129277984
2010-03-02,12201.974142741978,12277.294862852208,11900.6904296875,11900.6904296875,1487827,57.72926695313234,183.21177870062638,89.09043504770878,12457.531625723388,11072.694643807861,231.72361449585054,53.70373129277984
2010-03-03,11925.798417194388,12051.33240116968,11800.263600605504,12001.119140625,681039,57.72926695313234,189.14535778556274,109.10141959527957,12457.531625723388,11072.694643807861,231.72361449585054,53.70373129277984
2010-03-04,12051.331290084006,12051.331290084006,11825.369140625,11825.369140625,611865,57.72926695313234,177.6187276351793,122.80488120325953,12457.531625723388,11072.694643807861,231.72361449585054,53.70373129277984
2010-03-05,11775.1552734375,11925.797541855356,11775.1552734375,11775.1552734375,447438,57.72926695313234,162.55808238404825,130.7555214394173,12457.531625723388,11072.694643807861,231.72361449585054,53.70373129277984
2010-03-08,11775.1552734375,11900.69008081228,11674.727927105794,11775.1552734375,1187633,57.72926695313234,148.90591778690396,134.38560070891464,12457.531625723388,11072.694643807861,231.72361449585054,53.70373129277984
2010-03-09,11775.156730460169,12051.3330078125,11775.156730460169,12051.3330078125,1437738,57.72926695313234,158.54411615482059,139.21730379809583,12457.531625723388,11072.694643807861,231.72361449585054,53.70373129277984
2010-03-10,12001.11798152752,12076.438697683472,11976.010521066528,12026.224609375,911278,57.72926695313234,162.2856914548429,143.83098132944525,12457.531625723388,11072.694643807861,231.72361449585054,53.70373129277984
2010-03-11,12101.54592036046,12101.54592036046,11925.7978515625,11925.7978515625,308581,57.72926695313234,155.35646416976124,146.13607789750844,12457.531625723388,11072.694643807861,231.72361449585054,53.70373129277984
2010-03-12,12001.118571420704,12001.118571420704,11825.369670009191,11925.7978515625,679341,57.72926695313234,148.1571383575756,146.54028998952188,12457.531625723388,11072.694643807861,227.7254207041121,53.70373129277984
2010-03-15,11925.798489222068,11950.905119646044,11800.263671875,11800.263671875,1140736,52.672881506572054,130.81411789310005,143.39505557023753,12457.531625723388,11072.694643807861,222.2194226374644,42.30784090832469
2010-03-16,11674.72740460681,11674.72740460681,11498.978515625,11498.978515625,982795,42.94976752378979,91.70137865007018,133.05632018620406,12457.531625723388,11072.694643807861,227.86697503835978,0.0
2010-03-17,11549.194647972225,11674.729471958335,11298.125,11298.125,722129,37.92383213754864,43.98996200068723,115.2430485491007,12457.531625723388,11072.694643807861,238.49108196121517,0.0
2010-03-18,11298.12300880955,11423.657810671308,11273.0163814826,11323.23046875,891956,38.88647893446698,8.110627808144272,93.81656440090941,12457.531625723388,11072.694643807861,232.21610676317897,3.9215859655339824
2010-03-19,11323.231097899308,11323.231097899308,11197.6962890625,11197.6962890625,1107661,35.88947371759488,-30.10651306203181,69.03194890832117,12457.531625723388,11072.694643807861,224.5960140541525,0.0
2010-03-22,11172.589433387524,11498.979787533975,11172.589433387524,11247.91015625,652480,37.949535654865706,-55.69995866260433,44.08556739413607,12466.550596748082,11053.632801689419,231.86703834645957,8.108100209075817
2010-03-23,11273.0166015625,11549.192838004674,11247.909141131886,11273.0166015625,681922,39.004875413805294,-73.11425278441857,20.64560335842515,12472.759431255052,11039.891740619949,236.82537109834016,10.810750512354385
2010-03-24,11298.124772083294,11348.3388671875,11247.910676979089,11348.3388671875,422207,42.18199247006574,-79.91610587519062,0.5332615117019941,12478.78699059147,11001.225314096031,227.0827153204881,18.919016796219022
