Date,Open,High,Low,Close,Volume,RSI,MACD,Signal_Line,BB_High,BB_Low,ATR,K_Line
2009-01-02,14.19779576223109,14.830262055829603,14.081480090153384,14.779374122619627,50084000,29.915208100900728,0.0,0.0,15.505399269320964,11.994563060543538,0.7360073275380946,1.0178376567942575
2009-01-05,14.68486538106526,15.02654242983382,14.583088147306515,14.91749668121338,61475200,29.915208100900728,0.011018323762463922,0.0022036647524927844,15.505399269320964,11.994563060543538,0.7360073275380946,1.0178376567942575
2009-01-06,15.084702448563377,15.266445851558114,14.9829265865958,15.09197235107422,58083400,29.915208100900728,0.03344363571611808,0.008451658945217844,15.505399269320964,11.994563060543538,0.7360073275380946,1.0178376567942575
2009-01-07,14.677595494894488,14.750293122914451,14.161443583885475,14.183253288269045,72709900,29.915208100900728,-0.021858209053558397,0.002389685345462596,15.505399269320964,11.994563060543538,0.7360073275380946,1.0178376567942575
2009-01-08,14.27049071132138,14.677596912927786,14.212332880605045,14.626708984375,70255400,29.915208100900728,-0.029561385647516758,-0.0040005288531332756,15.505399269320964,11.994563060543538,0.7360073275380946,1.0178376567942575
2009-01-09,14.663062546437509,14.757568536427335,14.110562256440048,14.190529823303224,49815300,29.915208100900728,-0.0700546749089348,-0.01721135806429358,15.505399269320964,11.994563060543538,0.7360073275380946,1.0178376567942575
2009-01-12,14.328655051823448,14.386814295554714,14.030595860664151,14.154181480407717,52163500,29.915208100900728,-0.1038814254739755,-0.03454537154622997,15.505399269320964,11.994563060543538,0.7360073275380946,1.0178376567942575
2009-01-13,14.190527365359522,14.532204515023952,14.190527365359522,14.408618927001951,65843500,29.915208100900728,-0.10890302718010503,-0.049416902673004984,15.505399269320964,11.994563060543538,0.7360073275380946,1.0178376567942575
2009-01-14,14.19780146859406,14.30684728167045,13.81977468910936,13.87793254852295,80257500,29.915208100900728,-0.15393022649029575,-0.07031956743646314,15.505399269320964,11.994563060543538,0.7360073275380946,1.0178376567942575
2009-01-15,13.863389123818555,14.0305927527304,13.463554117882865,13.986974716186523,96169800,29.915208100900728,-0.1787552356349149,-0.0920067010761535,15.505399269320964,11.994563060543538,0.7360073275380946,1.0178376567942575
2009-01-16,14.270494535595224,14.474047690947554,13.921547457784742,14.328652381896973,79634100,29.915208100900728,-0.16891159441650494,-0.10738767974422378,15.505399269320964,11.994563060543538,0.7360073275380946,1.0178376567942575
2009-01-20,14.146904890331978,14.2632219362404,13.3545049812111,13.434471130371094,89873000,29.915208100900728,-0.23060511957318752,-0.13203116771001655,15.505399269320964,11.994563060543538,0.7360073275380946,1.0178376567942575
2009-01-21,13.717998228080091,14.139643038457828,13.41993765069932,14.088753700256348,68340900,29.915208100900728,-0.2241190426016999,-0.15044874268835323,15.505399269320964,11.994563060543538,0.7360073275380946,1.0178376567942575
2009-01-22,13.121879740456782,13.21638713403254,12.40944557522288,12.438525199890137,222436600,29.915208100900728,-0.3481254547745998,-0.18998408510560255,15.505399269320964,11.994563060543538,0.7360073275380946,1.0178376567942575
2009-01-23,12.336742265710395,12.71476889417546,12.17680856286388,12.503947257995604,117020600,30.89478217392586,-0.43609538041988927,-0.2392063441684599,15.505399269320964,11.994563060543538,0.7218611135219151,10.588255661232719
2009-01-26,12.569376643919014,12.947401935322484,12.525757221124774,12.816546440124512,92476500,35.53148715658344,-0.47511125201865134,-0.28638732573849823,15.505399269320964,11.994563060543538,0.7019749395079841,20.70592168218565
2009-01-27,12.925596356619462,13.063720398369185,12.671155215965374,12.838358879089355,61695000,35.85490438849621,-0.49852484572397593,-0.3288148297355938,15.505399269320964,11.994563060543538,0.6798742425719717,25.633934306258716
2009-01-28,12.940132881521183,13.310889680071869,12.911054651007335,13.11460781097412,64145500,39.96277871815219,-0.48915068274190965,-0.360882000336857,15.505399269320964,11.994563060543538,0.6650639967441533,36.338104190888686
2009-01-29,12.925591424834716,13.056445511313244,12.76565634148518,12.787466049194336,49192800,36.94537234011001,-0.5023286650176892,-0.38917133327302345,15.505399269320964,11.994563060543538,0.642484530511638,23.661924882044506
2009-01-30,12.89651428679382,12.93286380661055,12.431251525878906,12.431251525878906,62370900,33.94030515644667,-0.5353447251846433,-0.4184060116553474,15.505399269320964,11.994563060543538,0.6324222269559242,10.802555841266678
2009-02-02,12.380357816818252,13.180027467932971,12.358548115089182,12.961935997009276,88871700,41.5658411534536,-0.5127774102374172,-0.4372802913717614,15.377940053673909,11.940278463629559,0.645926307376486,33.33314016377484
2009-02-03,12.976478312703948,13.52897838424306,12.79473492285261,13.449010848999023,86865100,47.55024987224845,-0.4503978743196111,-0.43990380796133133,15.200490256826113,11.970879677255917,0.6522346755203406,55.379619412820894
2009-02-04,13.478095511883613,13.812502809064974,13.449015893036949,13.543521881103516,75618000,48.649188015117794,-0.38885293764268525,-0.4296936338976021,14.959147667936321,12.057377219148641,0.6316101958450271,59.493733217914055
2009-02-05,13.456283817468911,13.914276654163478,13.267270482559182,13.841580390930176,75195200,52.060540972248184,-0.3124258504293742,-0.40624007720395655,14.916419231457835,12.06593836589324,0.6327099083992607,72.46837334931807
2009-02-06,13.928817158280996,14.488587287372695,13.85611950481842,14.292304039001465,86746000,56.74061948829004,-0.21303150703514895,-0.36759836317019506,14.850609200906062,12.098307901907658,0.633731121830922,91.50942751179896
2009-02-09,14.277761985232198,14.372269335846148,14.00151260943674,14.132368087768556,52196400,54.69997398605053,-0.14548915994958733,-0.3231765225260735,14.841561847624133,12.10153908163612,0.614947236443671,84.59112042914813
2009-02-10,13.99424538690467,14.394080414750675,13.594410359058664,13.667106628417969,83953200,49.160993805104496,-0.12802824477434172,-0.2841468669757271,14.783004631653663,12.111388812407617,0.6281417235328381,64.46542870882823
2009-02-11,13.768880457811893,14.168715385659809,13.754340652939431,13.96516227722168,58599000,52.48068598823613,-0.08911251024786537,-0.2451399956301548,14.70728678518601,12.142760993897241,0.6191036545120526,77.35834296761132
2009-02-12,13.790695141366465,14.045136297661765,13.47809751193294,14.00151824951172,75323200,52.88481935981016,-0.05470725594617498,-0.20705344769335884,14.723805360861492,12.138600988320638,0.6153847353132506,77.13332955568085
2009-02-13,14.00878807885171,14.154182034089311,13.841584406361733,13.87793254852295,47416000,51.288029699396986,-0.03698681626222999,-0.1730401214071331,14.709371568753417,12.142130563662354,0.5937570847714169,71.33129067316203
2009-02-17,13.533905208892666,13.54122495748268,13.094730066186882,13.241122245788574,75853300,43.9279261235341,-0.0734814609870984,-0.15312838932312617,14.584132052386428,12.158617066418502,0.6072888988831776,41.43464318326253
2009-02-18,13.336277203562858,13.504628641789209,13.175246910584828,13.26308250427246,54946900,44.22517360787333,-0.09948492029718814,-0.14239969551793857,14.576107345720777,12.149502910474292,0.5874383869061207,42.46562227367721
2009-02-19,13.394834435135293,13.453391035000932,13.03617508644582,13.109371185302734,49195600,42.52584410951282,-0.1309861412665292,-0.1401169846676567,14.481988274060342,12.145683730639366,0.5752796413096202,35.24926113957947
2009-02-20,13.006895263678112,13.314317709506213,12.926379429073371,13.17524528503418,69413800,43.52731881464169,-0.14891895154864265,-0.1418773780438539,14.446852387351885,12.254491625862226,0.5618981155327074,38.34188500249297
2009-02-23,13.18988528015302,13.285039218747338,12.560400868208314,12.59699821472168,70803400,37.37143287838573,-0.20739976348635558,-0.15498185513235424,14.437068053517965,12.273581055368755,0.5735224180331586,1.8980190996898623
2009-02-24,12.465245781852303,12.699472128609273,11.974833844792723,12.567719459533691,122674500,37.085439532332536,-0.2531901605638147,-0.17462351621864633,14.455986683390549,12.229779727437087,0.584316408446258,23.58567092134798
2009-02-25,12.450607838042822,12.61895787124574,12.048030032788812,12.41400909423828,105894600,35.54742799919882,-0.29844226535674245,-0.19938726604626555,14.490065936608758,12.15326549573377,0.5833600820184487,17.470895991884234
2009-02-26,12.479885088343714,12.501844334012976,12.018752098083496,12.018752098083496,83219500,31.885494806384855,-0.3620256147839864,-0.23191493579380973,14.571050149654202,11.962695711399267,0.5761980930120938,1.7471185736377453
2009-02-27,11.92360205504017,12.091952138547738,11.784529579225346,11.821126937866213,93428000,30.20979081425044,-0.42348095130660646,-0.2702281388963691,14.66171271177055,11.775399238150106,0.5569998406056865,1.4024389999476423
2009-03-02,11.682054927310562,11.89432281422708,11.50638509635548,11.557621955871582,80602100,28.090026523810934,-0.4878240659343671,-0.31374732430396873,14.763884355804471,11.58586463711545,0.5449239746961089,1.774316673567087
2009-03-03,11.733288276761316,11.886998800181717,11.447824380302848,11.623494148254396,80476600,29.423239538067747,-0.5274213276784625,-0.3564821249788675,14.840938292950824,11.374966515093611,0.537370435066306,6.45633241484813
2009-03-04,11.799164772033691,12.004112139334774,11.630814051958406,11.799164772033691,69285100,32.99123067114189,-0.5384207128724583,-0.39286984255758567,14.844997058748802,11.205923141599097,0.526173831924454,12.982038469279312
2009-03-05,11.60885571053416,11.623495208223265,11.177000999450684,11.177000999450684,89708500,27.658177998729016,-0.5905339143231227,-0.43240265691069313,14.885665516608423,10.928602595574194,0.5330302562572078,0.0
2009-03-06,11.235558953565144,11.433187309932576,10.884218645062289,11.184321403503418,92821400,27.80605245579237,-0.6240496505856967,-0.47073205564569387,14.84339903047641,10.70514318296353,0.5341687140152849,11.294770247186644
2009-03-09,11.12576277783033,11.521020116712142,11.052567387992736,11.08916473388672,66479100,27.03251900049807,-0.6507875868225401,-0.5067431618810632,14.684368825364363,10.543859457564103,0.5294747150655792,7.82114589245287
2009-03-10,11.250195584399815,12.165143880706252,11.16236069873312,12.062668800354004,95184200,44.15019025604118,-0.5866612855597442,-0.5227267866167994,14.465008757137788,10.556249597049224,0.5685107459051472,45.868862669813254
2009-03-11,12.172464610883674,12.589681969917876,12.026073804223868,12.523805618286133,84522200,50.119484324187525,-0.4929484397147075,-0.516771117236381,14.330778809679646,10.576149443494181,0.5681605616043515,67.46996438184418
2009-03-12,12.45060920715332,12.47256845585076,12.062670856762134,12.45060920715332,93694100,49.2202156579045,-0.41974807830580296,-0.49736650945026545,14.11528209800623,10.640190848160763,0.560515861598612,65.24396613640975
